,J+0_sun_exact,J+0_wind_exact,J+1_sun_exact,J+1_wind_exact,J+2_sun_exact,J+2_wind_exact,J+3_sun_exact,J+3_wind_exact
2022-10-11,56525005000.0,14161.45,57986540000.0,14995.961,43881170000.0,14568.147,26321846000.0,15241.5205
2022-10-12,59170955000.0,9704.042,37948817000.0,9512.155,30075298000.0,9389.734,48252420000.0,9810.837
2022-10-13,34348984000.0,17231.297,27450448000.0,17178.025,55069230000.0,15182.75,57748816000.0,14861.138
2022-10-14,26453033000.0,24515.314,52897160000.0,24816.139,58730324000.0,22239.695,43681104000.0,20369.479
2022-10-15,49463630000.0,24027.398,56007600000.0,23196.178,37382080000.0,23728.037,64867205000.0,17823.455
2022-10-16,56194950000.0,23289.97,44201010000.0,23028.414,65115160000.0,23022.781,62263150000.0,23360.705
2022-10-17,42881053000.0,21392.877,63582278000.0,22487.725,60168913000.0,21103.564,43131208000.0,18798.729
2022-10-18,61936443000.0,17889.982,62662220000.0,18268.31,38936280000.0,17742.88,30369563000.0,18543.084
2022-10-19,63065715000.0,23675.445,40497762000.0,23906.125,41731916000.0,23936.81,48284746000.0,22986.729
2022-10-20,40154235000.0,26195.43,45542777000.0,25771.5,53608310000.0,26211.611,47326265000.0,21825.3
2022-10-21,43087766000.0,28167.654,52372790000.0,27923.682,46621490000.0,29366.312,45365100000.0,29551.13
2022-10-22,60437086000.0,20617.447,42381877000.0,20259.242,47976980000.0,19851.959,56300863000.0,19658.422
2022-10-23,42576480000.0,35295.08,51916260000.0,35511.875,46098055000.0,33813.574,52583236000.0,32033.393
2022-10-24,50714427000.0,28813.992,49426334000.0,28823.992,52168820000.0,29155.592,50833950000.0,29263.572
2022-10-25,48835084000.0,21489.71,53459485000.0,20310.654,49435263000.0,20577.252,51721830000.0,20019.287
2022-10-26,54977716000.0,21200.873,50426880000.0,20680.943,52374225000.0,18812.543,51745540000.0,19813.785
2022-10-27,48643700000.0,24382.914,49962170000.0,24356.21,54262310000.0,24416.92,48113336000.0,22056.967
2022-10-28,48595540000.0,21767.771,52154515000.0,21890.486,45426844000.0,22077.32,44124650000.0,24267.756
2022-10-29,48985580000.0,24031.617,43839020000.0,23243.422,43811830000.0,23945.15,41483043000.0,24198.867
2022-10-30,42890686000.0,16813.045,45067588000.0,16275.273,44474630000.0,17030.365,51401800000.0,17127.484
2022-10-31,41929093000.0,26652.76,50996980000.0,24711.197,53310185000.0,18930.068,23368745000.0,23826.469
2022-11-01,48651420000.0,28755.584,52329290000.0,31521.014,20138074000.0,35987.27,37129960000.0,31469.938
2022-11-02,51840410000.0,20940.318,19796780000.0,20225.227,39238484000.0,23127.053,44081218000.0,21282.018
2022-11-03,19091677000.0,31758.664,33314714000.0,30449.947,40675095000.0,30344.26,31121170000.0,35138.418
2022-11-04,34312196000.0,32453.885,44233250000.0,32626.604,33083826000.0,25227.172,44820200000.0,28184.932
2022-11-05,42386330000.0,19550.207,32922260000.0,19814.455,45441490000.0,20662.836,33694073000.0,19734.832
2022-11-06,32868633000.0,25808.258,45592494000.0,26468.85,31857697000.0,26605.914,23441916000.0,25981.75
2022-11-07,44219270000.0,28425.404,35343500000.0,28951.639,22533923000.0,27773.97,40292180000.0,29459.088
2022-11-08,35667180000.0,34100.24,23339352000.0,34378.453,42462913000.0,34537.496,46855430000.0,33733.8
2022-11-09,23653134000.0,22089.531,42493927000.0,22248.469,47058383000.0,24753.883,43699160000.0,24034.875
2022-11-10,43315790000.0,15741.071,45879288000.0,15400.046,47856360000.0,14884.036,45985006000.0,17618.871
2022-11-11,45762777000.0,17724.766,48280770000.0,17937.197,48049873000.0,16640.936,23776100000.0,15905.954
2022-11-12,45666083000.0,16112.071,46391517000.0,16659.326,23767384000.0,14996.016,22724788000.0,13650.204
2022-11-13,45837365000.0,14165.6455,24590815000.0,14045.655,17243587000.0,13441.191,34161672000.0,15034.974
2022-11-14,25874780000.0,22960.182,16477950000.0,23570.896,33965711000.0,22615.982,31605285000.0,18335.742
2022-11-15,17123445000.0,29276.312,30101477000.0,29423.744,25888227000.0,28445.25,33183875000.0,30063.494
2022-11-16,29767254000.0,32960.13,26760212000.0,32738.146,32517116000.0,30331.584,34426913000.0,25107.049
2022-11-17,,,,36501.35,,33154.71,,30089.588
2022-11-18,,,,31659.701,,22891.318,,20890.594
2022-11-19,,,,,,14011.546,,15680.453
2022-11-20,,,,,,,,23228.648
2022-11-21,13292878000.0,31412.248,28017510000.0,,22454460000.0,,31341445000.0,
2022-11-22,28619758000.0,36116.246,19932015000.0,36622.56,28299756000.0,,25804472000.0,
2022-11-23,24574149000.0,33193.637,28465480000.0,34117.957,31158526000.0,34424.496,30024622000.0,
2022-11-24,26709496000.0,27022.74,29340873000.0,27190.064,27210858000.0,28392.732,28781060000.0,28596.002
2022-11-25,24163148000.0,20011.127,26137657000.0,20695.03,26011476000.0,21062.947,17027940000.0,21926.604
2022-11-26,28593074000.0,18625.193,24170107000.0,19109.104,17843634000.0,18477.904,22930244000.0,17728.295
2022-11-27,22704243000.0,22373.914,16459727000.0,23879.938,22572250000.0,21540.549,27374137000.0,21449.967
2022-11-28,17189456000.0,22263.166,23366797000.0,22490.844,27974615000.0,22218.826,27268805000.0,26339.736
2022-11-29,21343259000.0,13019.142,24607472000.0,12725.625,26564575000.0,12975.776,27497300000.0,14963.009
2022-11-30,26798772000.0,16567.521,26532140000.0,16814.055,26275210000.0,15535.421,17591271000.0,16210.078
2022-12-01,26967316000.0,20937.012,23870020000.0,20474.162,16462053000.0,19125.912,17980264000.0,18728.979
2022-12-02,24669012000.0,17460.494,17211093000.0,17944.1,18597126000.0,17643.13,30158655000.0,17620.629
2022-12-03,18069690000.0,21823.137,18202225000.0,21930.541,27507233000.0,22030.697,22614650000.0,18147.285
2022-12-04,16664676000.0,16147.702,30091385000.0,15159.163,26773316000.0,14755.194,22887547000.0,16260.874
2022-12-05,30824962000.0,13005.89,25499564000.0,13297.177,25825784000.0,13360.328,22478627000.0,13566.859
2022-12-06,25345135000.0,14187.991,27182244000.0,13836.046,19309826000.0,13709.339,20408205000.0,18286.182
2022-12-07,28415807000.0,14120.825,22498111000.0,14474.647,22695707000.0,13895.476,28021211000.0,15636.18
2022-12-08,22699033000.0,15199.571,20363678000.0,15556.304,27183903000.0,15969.952,27568030000.0,15510.37
2022-12-09,19461660000.0,15993.716,24532169000.0,15774.94,31731920000.0,13882.364,22035726000.0,17821.744
2022-12-10,27649933000.0,16887.254,30614946000.0,17079.24,21927977000.0,17568.953,12164383000.0,15812.433
2022-12-11,29215990000.0,15988.009,27927855000.0,16696.256,23756268000.0,18231.299,9537110000.0,17598.9
2022-12-12,24868071000.0,18404.371,19596143000.0,15767.312,14597313000.0,18242.254,13301768000.0,17952.035
2022-12-13,18863661000.0,21544.088,13085319000.0,21629.62,9805951000.0,21745.156,25067434000.0,28731.506
2022-12-14,13145412000.0,18204.258,15078244000.0,18675.418,26220012000.0,18478.293,34554040000.0,21858.553
2022-12-15,13287399000.0,23862.568,28339757000.0,23035.469,32558842000.0,25478.297,22737453000.0,22974.13
2022-12-16,26591736000.0,18492.266,33189945000.0,19345.98,20069888000.0,18878.598,29382074000.0,19746.613
2022-12-17,33461760000.0,15490.207,23489090000.0,16068.272,27917550000.0,16072.184,19754107000.0,15624.051
2022-12-18,24663876000.0,27225.688,24165978000.0,26155.475,15691633000.0,28623.281,16936042000.0,28911.39
2022-12-19,23487885000.0,36841.87,13186032000.0,36401.535,19114488000.0,35599.918,14391181000.0,35185.152
2022-12-20,13396374000.0,32716.283,16895361000.0,33265.867,15770673000.0,33508.16,14284534000.0,32459.75
2022-12-21,14449068000.0,27899.053,15051295000.0,28200.305,12937105000.0,28259.133,21026644000.0,27372.936
2022-12-22,13159299000.0,36304.793,13624220000.0,36196.254,19368227000.0,32075.256,28563866000.0,29057.705
2022-12-23,12934267000.0,34454.316,18804658000.0,34662.77,24660750000.0,36788.945,18094810000.0,37775.754
2022-12-24,20119613000.0,20866.121,24292610000.0,20160.293,19484152000.0,21824.555,26051285000.0,26082.752
2022-12-25,25210538000.0,24768.633,18918820000.0,23712.139,26628166000.0,22083.336,19344237000.0,24077.695
2022-12-26,19045876000.0,24000.979,22563340000.0,24825.502,20042400000.0,27615.639,17054343000.0,22692.975
2022-12-27,25523917000.0,18758.008,23031562000.0,16985.549,17837363000.0,18265.367,11134935000.0,20476.42
2022-12-28,23129870000.0,34395.754,17270820000.0,34694.227,9247887000.0,33133.496,28622295000.0,32111.736
2022-12-29,17526321000.0,31991.672,9314292000.0,31731.686,27774378000.0,30818.158,20114890000.0,29792.479
2022-12-30,9838086000.0,37937.754,26634078000.0,38039.88,25741226000.0,37184.89,16214401000.0,37294.99
2022-12-31,26981226000.0,41824.918,23298746000.0,41518.24,17022788000.0,41132.293,21899108000.0,39903.387
2023-01-01,22672552000.0,37113.477,17673191000.0,37257.65,26539860000.0,38176.402,19436400000.0,35886.535
2023-01-02,17322895000.0,25298.752,24288897000.0,26273.79,19045920000.0,22965.242,19283116000.0,21822.502
2023-01-03,23161221000.0,20351.492,17281556000.0,20435.176,21247115000.0,21864.766,23024169000.0,16348.57
2023-01-04,16733161000.0,31543.453,18907077000.0,31561.998,22880560000.0,30681.256,25516229000.0,30337.459
2023-01-05,,,,21627.785,,21355.98,,23071.588
2023-01-06,,,,20440.457,,21313.035,,21268.389
2023-01-07,,,,,,25663.24,,33786.664
2023-01-08,,,,,,,,35642.234
2023-01-09,,,,,,,,
2023-01-10,,,,,,,,
2023-01-11,,,,,,,,
2023-01-12,,,,,,,,
2023-01-13,,,,,,,,
2023-01-14,,,,,,,,
2023-01-15,26166831000.0,39636.477,18249812000.0,,15891735000.0,,27434185000.0,
2023-01-16,17865617000.0,44527.527,18015973000.0,44001.2,32283000000.0,,21840945000.0,
2023-01-17,18934514000.0,26684.928,32643777000.0,24611.244,28952822000.0,28106.354,34313314000.0,
2023-01-18,33346101000.0,23434.436,24442135000.0,24081.447,33376666000.0,24020.477,34805620000.0,24713.182
2023-01-19,22386532000.0,19426.057,33124524000.0,19443.938,32460513000.0,19407.121,40110096000.0,19850.748
2023-01-20,35648730000.0,19138.8,35241840000.0,18702.635,33073463000.0,20291.059,30259986000.0,15833.124
2023-01-21,38307950000.0,28015.889,33295750000.0,26535.844,32897049000.0,23521.705,35708150000.0,27110.111
2023-01-22,33243820000.0,25584.146,32569840000.0,26500.979,32962478000.0,27706.748,29374497000.0,26249.836
2023-01-23,32930275000.0,27046.568,34003616000.0,26316.467,29472170000.0,25065.562,31616647000.0,27401.094
2023-01-24,35836300000.0,21911.273,29443740000.0,21296.445,33430790000.0,22834.938,36060790000.0,23879.408
2023-01-25,32053766000.0,16273.983,31473158000.0,15668.634,34063520000.0,16367.761,39069966000.0,16839.857
2023-01-26,29615321000.0,21854.908,31992025000.0,23664.883,36419797000.0,24798.322,42831544000.0,25143.166
2023-01-27,32641032000.0,29044.346,37774828000.0,29443.025,44093415000.0,30141.217,29588430000.0,29642.984
2023-01-28,38545390000.0,25290.002,42401604000.0,24930.656,31641723000.0,24503.92,31989678000.0,23425.412
2023-01-29,44721226000.0,14071.457,33164280000.0,14413.406,33403700000.0,14054.786,36597170000.0,13285.31
2023-01-30,33162654000.0,19903.96,32459166000.0,19690.295,37124178000.0,19775.18,34451423000.0,22845.318
2023-01-31,35029920000.0,18018.234,37835790000.0,17585.074,35801235000.0,17064.133,36817830000.0,18782.768
2023-02-01,41830343000.0,21449.729,37948867000.0,20840.041,40107820000.0,21863.877,33245503000.0,21713.867
2023-02-02,47316718000.0,20028.955,46358565000.0,21075.508,38111937000.0,22090.217,42664436000.0,24809.717
2023-02-03,47646347000.0,18204.482,38966520000.0,17428.367,42153920000.0,19428.25,49450893000.0,17978.22
2023-02-04,41767936000.0,17895.42,43167334000.0,17463.512,53421187000.0,17388.916,59240450000.0,18998.312
2023-02-05,45630456000.0,24047.62,52454230000.0,23875.291,55039427000.0,24123.016,63648547000.0,21098.127
2023-02-06,53643444000.0,24725.416,56997250000.0,24059.162,63391793000.0,23990.602,57995330000.0,23109.693
2023-02-07,56250850000.0,24771.492,63811650000.0,23434.912,58792190000.0,24816.912,53048410000.0,24644.975
2023-02-08,63787550000.0,14118.742,57810346000.0,14035.743,54714114000.0,13460.153,52451820000.0,15391.524
2023-02-09,62043726000.0,10111.732,58158090000.0,9982.503,53315510000.0,10213.447,58028670000.0,11920.477
2023-02-10,62665507000.0,10473.492,59972354000.0,10965.69,62853990000.0,11047.915,64342032000.0,12722.456
2023-02-11,61792834000.0,11571.833,60460330000.0,12349.796,62950130000.0,12270.336,68114270000.0,12294.101
2023-02-12,65618690000.0,14793.497,63994710000.0,14773.0205,67100770000.0,14911.349,60767910000.0,16472.064
2023-02-13,66956034000.0,13305.648,67583000000.0,13856.84,59054293000.0,14078.794,53267220000.0,15037.11
2023-02-14,69315330000.0,14540.989,60460515000.0,14730.175,51022103000.0,14449.45,44115837000.0,13135.038
2023-02-15,62697020000.0,14867.856,51511304000.0,15507.433,42139206000.0,14389.774,46923547000.0,13935.203
2023-02-16,50978628000.0,17762.588,40347460000.0,16770.406,52760887000.0,16128.269,47746220000.0,15446.898
2023-02-17,40046445000.0,20636.549,51513123000.0,20585.643,53077270000.0,19481.623,66443543000.0,17518.094
2023-02-18,53578660000.0,20459.258,54031254000.0,19793.92,63943280000.0,19240.861,58363232000.0,15356.218
2023-02-19,58906067000.0,16377.196,67456220000.0,16771.72,55947756000.0,18820.139,29374579000.0,18871.518
2023-02-20,71511210000.0,12571.202,56250876000.0,12703.257,29507666000.0,13143.328,29490184000.0,13682.7705
2023-02-21,,12332.583,,12909.239,,13325.4795,,16292.597
2023-02-22,30884145000.0,16243.159,37009236000.0,14322.747,51372400000.0,15622.431,67082084000.0,16237.224
2023-02-23,37621870000.0,17883.834,47351878000.0,17149.277,57912476000.0,12533.787,80364585000.0,20839.742
2023-02-24,47702065000.0,21098.717,63259740000.0,18893.361,80182575000.0,19809.836,70099190000.0,26799.754
2023-02-25,63361716000.0,24733.049,77841070000.0,25110.344,73005860000.0,24915.584,71325650000.0,23791.193
2023-02-26,78587950000.0,41610.945,73788130000.0,42233.41,70033000000.0,39600.098,80673686000.0,40429.332
2023-02-27,75369630000.0,36105.926,74084480000.0,36271.41,81352690000.0,36681.75,71848640000.0,37321.668
2023-02-28,74395290000.0,25883.656,84578630000.0,26557.572,74708480000.0,25777.646,73249686000.0,25733.393
2023-03-01,82747376000.0,22444.502,72334690000.0,22105.6,70646960000.0,21725.014,71704050000.0,21609.354
2023-03-02,72169930000.0,15574.309,77916650000.0,15277.2295,79079770000.0,16517.33,79658320000.0,15149.276
2023-03-03,87020980000.0,16968.904,79616200000.0,16953.998,78253030000.0,17582.717,72526530000.0,20819.703
2023-03-04,86131655000.0,17672.268,80319280000.0,17771.537,73891990000.0,16975.893,68228350000.0,18062.799
2023-03-05,81170980000.0,12258.8,71344430000.0,12331.931,47428452000.0,13171.183,31144624000.0,11227.418
2023-03-06,78148990000.0,15492.06,47458083000.0,15468.136,28846940000.0,14182.317,49626580000.0,17094.78
2023-03-07,48569856000.0,22055.947,30752035000.0,21578.352,49585520000.0,20722.49,28691743000.0,22422.275
2023-03-08,30747525000.0,37324.816,45947730000.0,35957.344,38130090000.0,32570.006,44587040000.0,32039.88
2023-03-09,49625534000.0,36400.02,38448312000.0,34957.863,43869210000.0,33502.28,67914924000.0,30800.336
2023-03-10,47931040000.0,45545.28,44538830000.0,44745.91,61913874000.0,46042.7,64175210000.0,46996.156
2023-03-11,39920680000.0,25868.69,66567440000.0,24890.494,71673970000.0,24242.646,71647740000.0,25037.482
2023-03-12,60310725000.0,25978.236,69694680000.0,25436.688,66242610000.0,24348.334,77396115000.0,25033.078
2023-03-13,68746870000.0,39021.645,70602100000.0,40671.414,82558220000.0,40032.582,97148535000.0,38025.707
2023-03-14,,46476.562,,40486.836,,39418.883,,40472.31
2023-03-15,85054250000.0,16304.277,93120310000.0,23661.9,78049120000.0,18504.105,68272520000.0,21395.19
2023-03-16,90029720000.0,25098.205,68152066000.0,24303.287,62272700000.0,19863.334,67725787000.0,23281.93
2023-03-17,66210810000.0,29007.826,62116295000.0,28348.219,68584604000.0,28864.77,91039970000.0,26024.03
2023-03-18,68105330000.0,23813.555,67638740000.0,24299.242,74496170000.0,24362.63,68717020000.0,21902.748
2023-03-19,68355530000.0,19090.576,81181450000.0,18182.85,72353350000.0,18992.076,75690230000.0,14074.267
2023-03-20,85324760000.0,13341.466,66354135000.0,13631.618,67150120000.0,14841.659,61682467000.0,12107.792
2023-03-21,66660190000.0,18143.037,67373187000.0,17943.564,59547450000.0,17609.346,60385165000.0,15651.059
2023-03-22,64807910000.0,26950.648,51564626000.0,26886.744,56884740000.0,26186.898,84545370000.0,26067.268
2023-03-23,52873700000.0,31022.19,63897590000.0,31004.271,76253920000.0,30351.984,60368847000.0,31393.451
2023-03-24,64680630000.0,36072.504,78996700000.0,35656.098,66006516000.0,36293.797,109841320000.0,33014.406
2023-03-25,82817110000.0,32370.107,65901216000.0,32895.973,108991820000.0,32246.17,100326460000.0,32763.156
2023-03-26,67860603000.0,36332.375,103422680000.0,36568.465,96900140000.0,38983.496,85887270000.0,37019.3
2023-03-27,104632320000.0,21147.791,95624150000.0,22840.447,82112590000.0,25164.37,77201050000.0,26319.584
2023-03-28,93488450000.0,20330.658,80770154000.0,20576.945,76005100000.0,20960.95,70011320000.0,20808.088
2023-03-29,83349420000.0,24371.14,88302290000.0,24792.08,72248754000.0,25923.271,77597655000.0,26677.729
2023-03-30,93403270000.0,32119.719,69641450000.0,31824.604,70117330000.0,31748.258,62934385000.0,31880.795
2023-03-31,68727960000.0,49581.72,74136160000.0,48351.074,68774950000.0,49711.953,130867430000.0,42616.254
2023-04-01,68276437000.0,36740.605,65502560000.0,38085.332,111004580000.0,39568.23,128304380000.0,36351.176
2023-04-02,67632380000.0,28219.803,117475130000.0,28259.422,134277825000.0,29566.893,136893300000.0,28711.549
2023-04-03,115824760000.0,26060.451,135621040000.0,26305.057,136315896000.0,25534.803,88724540000.0,23654.424
2023-04-04,136190320000.0,23008.064,133141910000.0,23819.43,85086130000.0,22254.818,119577575000.0,18366.836
2023-04-05,131554480000.0,12754.89,82045930000.0,12927.239,112130950000.0,13560.28,130233926000.0,14056.117
2023-04-06,87517135000.0,17206.611,119704450000.0,17407.045,136069550000.0,14264.34,120089310000.0,15015.805
2023-04-07,115053640000.0,15157.474,130933980000.0,13897.583,117551740000.0,13505.833,62764188000.0,14543.6875
2023-04-08,135316810000.0,17301.914,127149466000.0,17578.615,73843310000.0,16330.086,71510065000.0,15201.612
2023-04-09,125920570000.0,13909.11,78602150000.0,13398.984,87668620000.0,14931.605,73449410000.0,16935.88
2023-04-10,84887490000.0,22846.084,84189890000.0,22407.383,72959620000.0,21166.521,100005940000.0,24427.148
2023-04-11,84790305000.0,24959.135,70381580000.0,23027.627,98988966000.0,23612.924,62584340000.0,27333.025
2023-04-12,73193600000.0,36469.992,98828420000.0,33687.52,67383180000.0,33051.957,93945760000.0,31265.36
2023-04-13,101234475000.0,28579.219,67835494000.0,27557.72,99960360000.0,26115.406,112215160000.0,29555.639
2023-04-14,62645838000.0,28072.428,98038096000.0,27592.338,109400785000.0,27836.596,126067230000.0,30363.432
2023-04-15,100787240000.0,31848.904,109645280000.0,30333.717,117872850000.0,31783.148,121934020000.0,25180.576
2023-04-16,113522160000.0,20487.18,117939090000.0,20201.193,122148225000.0,18377.062,133726700000.0,21737.557
2023-04-17,121890560000.0,22351.967,131458050000.0,22877.834,143662420000.0,23033.482,138824090000.0,21538.268
2023-04-18,132216635000.0,22060.883,144185080000.0,22640.26,136132660000.0,24258.201,128898370000.0,24019.93
2023-04-19,143433780000.0,21354.361,129712110000.0,21165.035,137290380000.0,21114.725,74937205000.0,20638.053
2023-04-20,131066080000.0,21953.877,130038194000.0,22571.096,72880420000.0,22511.518,76522650000.0,22891.838
2023-04-21,120063670000.0,18257.752,78503130000.0,17351.9,80534700000.0,18758.947,106514020000.0,18204.307
2023-04-22,75518890000.0,22233.406,79457740000.0,24455.502,104252130000.0,25117.182,115418006000.0,26258.295
2023-04-23,78068695000.0,28705.615,112259810000.0,27395.057,99464380000.0,27210.889,89720060000.0,26559.74
2023-04-24,108936200000.0,24491.885,97433960000.0,26027.248,105105375000.0,26728.256,99863720000.0,22186.236
2023-04-25,92766945000.0,16866.027,110363030000.0,16256.765,86379560000.0,16861.22,87323770000.0,19237.834
2023-04-26,101622770000.0,13577.8955,85068750000.0,14001.785,102327290000.0,14711.94,74183210000.0,13722.461
2023-04-27,97334610000.0,13352.708,89499300000.0,13470.734,97285720000.0,14940.366,79007480000.0,13739.71
2023-04-28,96650040000.0,18000.46,112414730000.0,17067.287,87554440000.0,15983.121,106909070000.0,17114.271
2023-04-29,93347840000.0,16596.014,98478460000.0,16453.387,111643330000.0,15010.477,149636320000.0,15456.931
2023-04-30,103234950000.0,17247.486,117618450000.0,17535.354,148579520000.0,17093.967,157383980000.0,17503.453
2023-05-01,120683586000.0,20077.184,146375900000.0,21036.865,163114220000.0,21636.469,147382930000.0,19080.098
2023-05-02,149683500000.0,20079.61,163597810000.0,22500.97,143557820000.0,20644.498,114895360000.0,21283.283
2023-05-03,161915190000.0,24438.76,137333950000.0,24761.377,113714100000.0,25592.92,108019515000.0,25541.018
2023-05-04,137925400000.0,23315.537,113246440000.0,23348.44,108482890000.0,22248.924,108092820000.0,20935.295
2023-05-05,109689815000.0,16106.54,118772380000.0,17212.17,97015530000.0,16967.389,103146780000.0,16653.234
2023-05-06,117770520000.0,13438.851,85277770000.0,13944.945,103872330000.0,14936.245,47552330000.0,14606.242
2023-05-07,89503695000.0,14811.985,113197450000.0,15249.784,58771620000.0,16396.805,127124455000.0,20082.484
2023-05-08,104772340000.0,15829.226,55463740000.0,15860.477,130668590000.0,16162.702,114154865000.0,16357.919
2023-05-09,50905485000.0,22202.494,115757530000.0,23321.127,122264010000.0,20967.764,110494876000.0,18424.574
2023-05-10,112194896000.0,27225.967,117854650000.0,27404.088,100225220000.0,26221.35,101790580000.0,27930.562
2023-05-11,117029990000.0,17564.05,106338296000.0,18224.467,107605560000.0,18311.912,121048140000.0,18230.283
2023-05-12,100899560000.0,18805.537,115201630000.0,17864.586,140215350000.0,19408.951,96805290000.0,18922.568
2023-05-13,114242030000.0,20602.729,134740460000.0,20002.045,119386190000.0,18513.518,108292010000.0,20515.654
2023-05-14,133227210000.0,20151.303,118049870000.0,20461.133,126265980000.0,17484.916,126304750000.0,19804.275
2023-05-15,120947620000.0,23140.486,147462570000.0,24055.13,155425280000.0,25345.82,145008360000.0,23362.553
2023-05-16,140451710000.0,30728.42,157914560000.0,30771.158,139824270000.0,31691.072,133354550000.0,34574.117
2023-05-17,158099230000.0,27692.447,128560840000.0,29295.844,133119934000.0,29383.648,130925690000.0,33139.113
2023-05-18,129053880000.0,22558.92,134461040000.0,22347.916,119394040000.0,24449.43,99981690000.0,24620.967
2023-05-19,142111310000.0,23153.758,110246640000.0,23026.438,100459660000.0,24007.166,111002320000.0,23625.393
2023-05-20,117076490000.0,23094.273,114043810000.0,22895.1,125591814000.0,22497.088,131420390000.0,24094.748
2023-05-21,113101410000.0,18546.877,125660280000.0,18750.096,123597010000.0,18949.701,153037180000.0,19206.146
2023-05-22,124687974000.0,17333.928,126541630000.0,16496.006,154526580000.0,16960.58,156796390000.0,14661.329
2023-05-23,133583815000.0,24551.365,155627830000.0,24248.979,149144400000.0,21890.24,174264390000.0,22625.32
2023-05-24,149557900000.0,25266.537,152541700000.0,25802.104,173808350000.0,23513.47,172997800000.0,21221.63
2023-05-25,150690190000.0,25684.498,175030980000.0,26013.412,176244100000.0,26548.25,165000840000.0,27815.057
2023-05-26,175219540000.0,21142.818,174697550000.0,22253.33,166514820000.0,21116.041,169863450000.0,24115.04
2023-05-27,171416470000.0,18661.17,166401330000.0,19016.16,166941430000.0,19180.434,170583430000.0,18075.303
2023-05-28,163231580000.0,19648.057,166409000000.0,20286.72,171548740000.0,20720.412,167186460000.0,18549.994
2023-05-29,168740800000.0,24992.936,170832380000.0,25943.209,159969080000.0,26496.53,169101890000.0,25825.766
2023-05-30,166493420000.0,25119.506,162283290000.0,26011.922,166674530000.0,26374.367,170429250000.0,25493.482
2023-05-31,161686060000.0,23342.11,166410160000.0,23640.57,169158310000.0,23717.602,163051470000.0,23728.771
2023-06-01,163299500000.0,20549.96,166623080000.0,21208.799,164298060000.0,21615.412,161179930000.0,21365.943
2023-06-02,161818380000.0,21334.361,161285960000.0,22325.744,155638460000.0,21991.084,157595500000.0,21256.65
2023-06-03,160548600000.0,18957.805,153108600000.0,19719.627,164645040000.0,19911.516,170450030000.0,20002.883
2023-06-04,154766840000.0,18129.79,167996200000.0,18989.76,165022660000.0,19246.557,167239610000.0,21008.152
2023-06-05,165642340000.0,18153.213,157497850000.0,18514.047,161016900000.0,19416.3,165070440000.0,19570.324
2023-06-06,159994400000.0,17291.576,161930720000.0,17754.521,152500670000.0,17774.28,119850470000.0,19206.826
2023-06-07,157209610000.0,19176.629,148970550000.0,19854.523,110853190000.0,20004.766,122081120000.0,19123.396
2023-06-08,151723850000.0,19772.82,107069460000.0,18956.275,130533196000.0,19971.074,141326020000.0,21835.477
2023-06-09,110272060000.0,18229.105,122331360000.0,19089.658,134412860000.0,18893.803,141725400000.0,19823.395
2023-06-10,130088550000.0,13458.526,132384050000.0,15489.466,134994560000.0,14458.258,123815300000.0,15228.216
2023-06-11,129545780000.0,14795.164,142230810000.0,14641.1045,132584130000.0,14844.673,166307820000.0,14871.093
2023-06-12,138014850000.0,13141.617,138298560000.0,13956.3545,169855880000.0,12813.79,171380110000.0,11967.267
2023-06-13,135210860000.0,16072.372,167291650000.0,16996.021,166243600000.0,16626.113,166501680000.0,14467.388
2023-06-14,164209660000.0,17714.941,170240340000.0,18586.803,165431600000.0,19139.994,149275410000.0,19708.557
2023-06-15,170301460000.0,16996.701,157060660000.0,17985.627,156908950000.0,18009.008,109919800000.0,18371.967
2023-06-16,157816230000.0,12618.555,153848550000.0,13160.603,109952830000.0,14211.11,111373615000.0,14471.79
2023-06-17,142353470000.0,11476.367,105104230000.0,10883.878,124639820000.0,11634.418,104479556000.0,12643.458
2023-06-18,102615590000.0,16744.69,111571526000.0,17591.83,117133410000.0,16031.969,109436600000.0,15085.288
2023-06-19,115534230000.0,16338.285,116239745000.0,16311.457,114797560000.0,16109.921,100672470000.0,13579.966
2023-06-20,108257670000.0,18064.936,119125970000.0,19292.771,97878930000.0,16641.678,174097100000.0,15320.1875
2023-06-21,110818290000.0,12769.399,93860680000.0,12294.155,172759960000.0,11910.008,184192930000.0,13507.823
2023-06-22,84891650000.0,20280.37,172418060000.0,20692.018,184472540000.0,19637.916,184328130000.0,18265.568
2023-06-23,169220080000.0,15735.34,183781400000.0,15712.487,182549640000.0,15422.63,168291500000.0,15831.946
2023-06-24,183352000000.0,16077.073,182430000000.0,17103.854,172262650000.0,15858.726,153161170000.0,14140.931
2023-06-25,180943320000.0,17840.455,170490560000.0,17650.107,158110610000.0,18864.502,150572370000.0,14195.53
2023-06-26,161905250000.0,22422.639,158027020000.0,22923.69,163084700000.0,22607.81,126248810000.0,21548.781
2023-06-27,159468420000.0,17181.486,162678570000.0,17975.303,132664230000.0,17430.986,115661700000.0,17341.732
2023-06-28,160318850000.0,14365.243,124445850000.0,15328.718,110048380000.0,16064.763,103083310000.0,18005.225
2023-06-29,128171340000.0,17409.854,113402150000.0,18167.32,93527870000.0,17078.451,157139930000.0,18709.121
2023-06-30,106710650000.0,24100.734,90682700000.0,23700.297,150566040000.0,25429.008,132248930000.0,21306.834
