Consommation,Prévision J-1,Prévision J,Fioul,Charbon,Gaz,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech. physiques,Taux de Co2,Ech_comm
1169331.0,1161000.0,1170300.0,3457.0,14746.0,48709.0,1023646.5,10125.0,40802.5,185664.0,-12397.5,23174.5,-168588.0,1008.0,-163041.5
1163980.5,1163850.0,1162750.0,3279.0,12901.0,33953.5,1012672.5,32363.0,34606.5,201051.5,-12797.5,23767.0,-177807.5,889.0,-168651.0
1038549.5,1023050.0,1043750.0,3267.0,523.5,17782.5,921087.5,19808.0,39716.0,177960.0,-17172.5,24433.0,-148852.5,668.0,-138037.5
975980.5,990650.0,983400.0,3317.5,438.5,19053.5,848438.0,37845.5,39578.5,152364.5,-29808.5,23916.0,-119155.5,721.0,-106649.0
1138484.5,1167700.0,1139850.0,3301.5,482.5,34135.0,947908.5,53507.0,23344.5,187208.0,-11198.0,23300.5,-123495.5,716.5,-111667.0
1146363.5,1157850.0,1151150.0,3315.0,463.5,63428.5,944217.5,44685.0,23278.0,204952.5,-12128.0,23905.0,-149749.5,895.5,-137773.0
1127933.5,1130150.0,1117550.0,3320.0,492.5,72024.0,948210.0,56225.0,33372.0,191965.5,-13412.0,24651.5,-188910.5,951.5,-179387.5
974035.0,933400.0,972600.0,3363.0,476.5,20438.0,955783.5,45375.0,33255.5,165453.5,-19624.5,25369.5,-255845.0,683.5,-257750.0
1038856.0,1062100.0,1046200.0,3314.5,480.0,16301.5,948910.0,33624.5,42834.5,156868.0,-13983.0,24634.5,-174121.0,651.0,-170014.0
980548.0,986000.0,990850.0,3271.0,510.0,15991.5,860648.5,22408.5,42822.5,143209.0,-16708.0,24704.5,-116303.0,717.5,-109454.5
934011.0,945000.0,946150.0,3298.0,468.0,20202.5,827393.0,19653.0,42411.0,132598.0,-23123.5,23781.0,-112667.0,763.0,-105719.0
1133498.5,1148900.0,1142450.0,6779.5,9124.5,77903.5,835616.5,21888.0,41936.0,176958.0,-10692.0,23142.0,-49147.5,1292.5,-39169.0
1184254.5,1199300.0,1194000.0,3258.5,11859.5,92437.5,878615.0,34881.0,41460.0,176108.0,-8973.5,22444.0,-67829.0,1314.0,-57857.5
1183458.0,1203750.0,1192250.0,4202.0,12327.5,92147.0,867242.0,47138.0,29389.5,172495.5,-7010.5,22497.0,-56961.5,1349.0,-47060.5
1172919.0,1178600.0,1181000.0,3329.0,12247.5,103684.0,897647.5,16465.0,27388.5,162187.0,-10044.0,22873.0,-62850.0,1426.0,-55410.0
1139612.5,1152300.0,1148600.0,3360.0,11923.5,106583.0,911893.0,20596.5,24220.5,159490.5,-9221.5,23619.5,-112843.5,1436.5,-101747.0
1004164.5,1005500.0,1010400.0,3311.0,961.0,33453.0,895798.5,34283.0,28481.0,155532.5,-18948.0,23864.0,-152564.0,797.5,-142083.0
937201.0,952000.0,943950.0,3505.5,555.0,26113.0,863266.5,23899.5,35110.0,145306.5,-24698.0,23954.5,-159801.0,782.5,-145581.0
1113141.0,1101200.0,1119350.0,3759.5,9718.5,71219.0,895347.0,19195.0,34755.0,170063.0,-11289.5,23089.5,-102710.5,1166.5,-91497.0
1135481.0,1152950.0,1142500.0,3356.5,11856.0,91801.5,895520.0,26116.5,36443.5,171331.5,-12054.5,22648.0,-111528.5,1313.5,-102329.0
1132868.0,1137700.0,1131400.0,2965.5,12331.0,99273.5,880234.0,30372.0,33847.5,159355.0,-9742.0,23595.5,-99361.5,1405.5,-91209.0
1131931.0,1122300.0,1136250.0,3037.5,11554.0,92834.5,922265.0,40829.0,30530.5,152676.5,-12396.0,24572.0,-133965.5,1336.0,-125106.0
1110411.5,1111550.0,1111700.0,3266.5,956.5,43417.5,914665.5,41448.5,34601.5,148777.5,-10920.5,24834.0,-90628.5,861.0,-82260.5
988562.0,988400.0,998150.0,3335.5,439.0,31257.5,883742.0,17874.5,30697.5,139162.5,-18393.5,25039.5,-124584.0,828.0,-118026.5
910217.0,932750.0,922950.0,3242.0,272.0,23469.5,867545.5,23382.5,24311.5,130624.5,-24364.0,24207.5,-162467.5,777.0,-153078.5
1026404.5,1035350.0,1028550.0,2915.5,265.0,36955.0,898888.0,28152.5,35980.5,158961.5,-11874.0,23073.0,-146905.0,779.0,-142375.0
1053366.0,1042350.0,1047900.0,2920.5,270.5,60319.0,898094.5,82523.5,33605.0,147220.0,-11576.5,22929.5,-182935.5,894.5,-176688.5
1063053.5,1053900.0,1061400.0,2920.5,287.5,45202.5,907878.0,65575.5,36931.5,140546.5,-13148.0,23078.0,-146210.0,816.5,-139386.5
1057193.0,1059600.0,1069800.0,2999.0,263.5,49200.5,900180.5,32871.0,20488.5,136149.5,-15152.0,24065.5,-93867.0,903.5,-85705.0
1023523.0,1051640.0,1021150.0,3158.0,124.0,63291.0,893137.5,46131.0,35815.0,147093.5,-12138.0,24471.5,-177551.0,972.0,-170717.5
934231.5,930600.0,935500.0,3713.0,208.0,18824.0,826282.0,33579.5,39682.0,136904.0,-20983.5,24455.0,-128426.0,755.0,-122687.5
888663.5,882950.0,895550.0,3845.0,253.0,17442.0,780193.0,29232.0,41057.0,120039.0,-27302.0,24159.0,-100240.5,804.5,-95824.5
1004405.0,1009500.0,1006050.0,3111.5,256.5,30894.0,856432.5,46167.0,35765.0,132704.0,-20206.5,23603.0,-104311.5,791.0,-99869.0
1012696.5,1020500.0,1019150.0,3144.5,292.5,43016.0,922504.5,42642.0,26565.0,131710.5,-13934.0,23367.0,-166602.0,825.5,-159793.0
999192.0,1005550.0,1000800.0,3126.0,259.0,32410.5,951711.0,44941.5,37498.0,134613.5,-12302.0,23653.5,-216706.0,735.0,-214024.5
1003276.5,1003150.0,1004000.0,3113.0,310.5,42559.0,957185.0,45461.5,38099.0,124881.5,-17149.5,23302.0,-214474.5,793.0,-208388.0
1012580.5,998200.0,1013950.0,3129.0,252.5,48986.0,951892.0,20554.5,39813.5,132205.5,-13691.0,23580.5,-194125.5,853.0,-186916.0
948408.5,955800.0,958045.0,3130.5,249.0,18112.0,830135.0,16771.0,40092.5,102224.0,-21860.0,23594.0,-64034.0,756.5,-57015.5
889249.5,940000.0,900450.0,3133.0,320.5,17035.0,829059.0,25014.0,39040.5,93902.0,-28542.0,22721.0,-112427.0,737.5,-106336.5
911202.5,920800.0,913100.0,3066.0,238.0,36304.5,862699.0,42197.0,37354.5,102060.0,-20315.0,22887.0,-175284.5,832.5,-174794.5
1035508.0,1040900.0,1043150.0,3085.0,310.5,60865.0,880087.5,29644.0,35054.5,120649.0,-13509.0,22149.5,-102818.5,965.0,-98144.0
1053686.0,1060650.0,1060250.0,3099.5,283.0,74902.5,882256.5,21355.5,25177.0,115162.5,-18124.5,23474.5,-73897.0,1109.5,-68216.5
1052347.5,1064800.0,1057100.0,3111.0,110.0,78548.0,878540.5,26435.5,24063.0,118871.0,-12877.0,23877.5,-88237.0,1129.0,-80400.5
1048373.0,1052300.0,1053950.0,3140.5,18.5,75854.5,874075.5,30946.0,27900.0,114589.0,-14077.5,24059.5,-87961.5,1119.0,-79152.0
956828.0,963350.0,962350.0,3124.0,6.0,31595.5,842123.0,74624.5,19593.0,104974.0,-23437.5,23821.0,-119476.0,819.0,-113252.5
888716.0,890400.0,882700.0,3671.0,35.0,20359.0,779438.5,91877.0,34437.5,92027.5,-30298.0,23660.0,-126450.0,783.0,-121939.5
1054078.5,1049100.0,1062650.0,2882.5,25.0,61863.5,889506.5,26952.0,39185.5,113743.0,-16080.0,23372.5,-87235.0,983.5,-81336.0
1113144.5,1130900.0,1124800.0,2986.0,7075.0,69402.5,904706.0,40262.0,38593.5,128581.5,-14448.5,22768.5,-86525.0,1106.5,-76090.0
1137452.0,1158500.0,1147400.0,3084.0,17838.5,77024.0,912389.5,36512.5,37379.0,130541.0,-15970.5,22468.0,-83798.5,1350.5,-76438.5
1154479.5,1179700.0,1167750.0,3044.0,4180.0,84502.5,920182.0,22138.0,37300.5,147190.0,-15115.5,22488.0,-71148.5,1150.0,-61937.0
1150319.0,1162600.0,1165600.0,2869.5,10023.0,83725.0,916645.5,21836.5,35193.5,144696.0,-15264.5,22287.5,-71683.0,1244.0,-60309.0
1037959.5,1044100.0,1047550.0,3548.0,12026.0,85087.0,794953.0,27884.5,35640.0,105697.5,-21425.0,22668.0,-28109.5,1504.5,-15862.0
954385.0,978850.0,961350.0,3615.5,9998.0,56885.5,755254.0,55167.0,27099.5,96702.5,-26489.5,23275.0,-47111.0,1335.0,-35836.0
1116429.0,1111950.0,1124900.0,3585.5,13438.5,94724.5,811490.0,34895.0,24423.5,137173.0,-12624.0,22311.0,-12979.5,1520.5,-5205.0
1146720.5,1158650.0,1153850.0,2807.5,29252.5,98550.0,882084.0,26517.5,32432.0,123055.0,-14755.5,22189.0,-55402.5,1732.5,-46809.0
1159514.5,1164600.0,1170050.0,2818.5,26339.0,100735.0,904140.5,16634.0,32958.5,130133.0,-14367.0,22708.5,-62578.5,1674.0,-50941.0
1165700.5,1181750.0,1177300.0,2973.5,33209.0,112107.0,883088.5,15409.0,36015.0,130914.0,-14054.0,23049.0,-57001.0,1897.0,-44560.0
1157752.0,1174750.0,1170250.0,2975.0,32742.0,112626.5,883034.5,13385.5,35388.0,123754.0,-14368.0,23265.0,-55045.0,1908.0,-43995.0
1025998.0,1036400.0,1032100.0,2997.5,11028.5,69077.0,872934.0,16086.0,33627.5,93800.0,-24589.0,23183.0,-72137.0,1315.0,-64544.0
961326.5,965050.0,960400.0,3010.0,9657.0,24956.5,842361.5,58076.5,23397.5,85192.5,-32615.5,22894.5,-75595.5,986.0,-66110.0
1134977.0,1138200.0,1144400.0,2975.0,21396.0,101744.5,852554.0,26605.5,25496.0,137912.5,-12691.5,22394.0,-43391.0,1628.0,-34437.0
1173551.0,1178550.0,1185750.0,3561.5,33127.5,121639.5,875461.0,20094.0,33469.0,138170.0,-15976.5,21815.0,-57796.0,1927.5,-52828.0
1168938.5,1195300.0,1175400.0,3346.5,33539.5,121680.0,878272.5,43328.5,36208.0,130464.0,-15375.0,21378.0,-83888.0,1889.0,-76427.0
1165624.0,1181850.0,1171700.0,3446.5,33128.0,117938.5,896055.5,59964.5,27774.0,124763.5,-16891.0,22708.5,-103254.0,1860.5,-95707.0
1152378.0,1148500.0,1158300.0,3051.5,32123.0,110579.5,903121.0,20933.0,30001.5,127824.5,-14686.5,23216.0,-83776.5,1842.0,-74191.0
1020169.0,1020550.0,1022800.0,2992.5,12309.0,86848.5,845301.5,27644.5,31132.0,92317.0,-26148.5,23159.5,-75375.5,1485.0,-64838.0
955057.0,953600.0,964150.0,2960.0,13887.5,63255.0,837887.5,9464.5,29911.0,82675.0,-37730.5,22275.5,-69521.5,1389.5,-62161.0
1140176.5,1149600.0,1150500.0,4413.0,34158.0,105695.0,908076.0,27246.0,29879.0,118466.5,-9233.0,21244.0,-99758.0,1824.5,-91999.5
1171525.0,1201650.0,1173950.0,2689.5,24024.0,111611.0,929757.0,64230.5,26684.5,131613.5,-11770.0,21475.5,-128783.5,1596.0,-122657.0
1154167.0,1172300.0,1159050.0,3409.0,32631.5,117899.0,909504.5,46874.0,14730.5,130178.0,-13567.5,21520.0,-109007.0,1851.0,-105819.0
1139850.0,1154350.0,1142650.0,2968.0,31249.5,119766.5,916468.5,26461.5,23172.5,119405.5,-12826.5,22098.0,-108904.5,1868.5,-96120.0
1123607.5,1120700.0,1122700.0,3071.5,33917.5,117146.0,925589.0,54622.0,16448.0,114266.0,-11198.0,22763.5,-153006.5,1852.0,-143319.5
993916.5,983700.0,984100.0,3244.0,11663.5,74521.5,857279.0,61291.5,21402.5,89430.5,-19984.5,23094.5,-128011.5,1337.5,-116336.0
942744.5,917850.0,937800.0,3257.5,9850.5,57926.5,829722.5,53694.0,16429.0,82987.5,-26207.5,23035.0,-107944.0,1260.0,-100450.0
1111712.0,1113450.0,1113750.0,3320.5,29934.5,114005.0,896853.0,32228.0,20640.0,109765.0,-10292.0,22440.0,-107173.0,1814.0,-99793.5
1138824.5,1151950.0,1147150.0,3843.5,25711.5,132665.5,925680.0,14993.5,25077.0,111529.5,-11147.0,22419.5,-111942.0,1875.0,-105693.0
1140118.0,1150200.0,1147650.0,3441.5,24661.0,135208.5,912257.0,10683.5,29348.5,122828.0,-8521.5,22429.5,-112211.5,1861.0,-105424.0
1141720.0,1150500.0,1148000.0,3315.0,24788.5,133145.5,917183.0,7909.0,29913.0,112591.5,-8720.5,23132.0,-101528.5,1870.0,-92955.0
1128349.0,1138900.0,1139200.0,3478.0,33666.5,124741.5,922768.0,5909.0,30225.5,117921.0,-9617.0,23376.5,-124107.0,1956.0,-113755.0
1000601.0,1002650.0,1004250.0,4223.5,12527.5,68123.5,858609.5,50159.0,30564.5,84777.0,-17712.0,23160.0,-113825.5,1339.5,-106740.0
936101.0,939800.0,934950.0,4501.5,9558.5,35661.5,833041.5,66502.5,21088.5,74615.5,-29410.0,23204.0,-102648.0,1098.5,-93930.0
1114113.5,1122900.0,1122000.0,3460.5,32625.0,122066.0,864948.5,17934.5,25990.5,128395.0,-10382.0,21847.5,-92765.0,1952.5,-83461.0
1147342.5,1155400.0,1146300.0,8494.0,37042.5,126883.5,863621.0,24021.5,24804.0,125268.5,-12784.5,21931.5,-71926.0,2131.0,-64415.5
1146167.0,1151800.0,1149200.0,3385.5,39030.0,126804.0,872181.0,25669.5,28280.0,114773.0,-12482.0,22080.0,-73545.0,2115.5,-65405.0
1146731.5,1151350.0,1142900.0,3417.0,29650.5,119359.5,875862.5,64045.5,30281.0,103269.5,-15117.0,22568.0,-86591.5,1858.0,-80000.0
1135959.0,1133300.0,1135750.0,3426.5,27310.5,121413.0,872727.5,24057.5,21043.5,105570.5,-13275.5,23392.0,-49704.5,1933.0,-40479.0
1018484.0,1008000.0,1015300.0,3506.5,24618.0,92868.5,883377.0,53554.5,18492.0,83951.5,-20610.0,24541.5,-145805.5,1720.5,-136059.5
963832.5,957600.0,960500.0,4298.0,10038.0,61568.5,878274.0,52654.0,24827.0,68966.0,-27496.5,24125.5,-133407.0,1266.0,-127207.0
1137511.0,1154050.0,1142500.0,8175.0,19032.0,114378.5,902885.5,26037.0,34476.5,89581.0,-12540.5,22446.5,-66952.0,1733.5,-57237.0
1174251.5,1174600.0,1164750.0,9530.0,19791.5,117952.5,922241.0,82000.0,32420.0,88602.0,-14248.0,21485.5,-105483.0,1677.0,-99541.5
1187621.0,1163800.0,1176550.0,9786.5,20998.0,103702.0,918620.5,104759.5,27988.0,80982.5,-14038.5,21010.0,-86165.5,1591.0,-79965.0
1215351.0,1204850.0,1207250.0,3570.0,15580.0,125793.0,860459.0,98501.0,24884.0,103384.5,-11515.5,22050.0,-27318.0,1639.0,-17703.0
1232162.0,1204750.0,1227500.0,3606.5,27493.5,132287.0,868410.5,43380.0,25535.0,120362.5,-12172.5,21940.0,1329.0,1935.0,9924.0
1103568.5,1081850.0,1104950.0,3586.0,33056.0,117073.0,858033.5,30628.5,25333.5,64041.0,-23647.0,21964.5,-26488.5,2071.5,-20234.0
1059792.0,1063950.0,1066450.0,3450.0,26184.0,96805.0,893894.5,23759.0,28700.5,50387.0,-29915.5,21012.5,-54475.5,1770.5,-47749.0
1280972.0,1295050.0,1283900.0,3556.5,38274.0,135594.0,926665.5,18941.0,30087.0,102003.0,-13287.0,20257.0,20407.0,2069.5,34468.5
1332619.0,1344000.0,1335350.0,6406.5,37537.5,132301.5,938358.5,32332.0,26834.0,110152.0,-8368.5,19264.5,37848.0,2009.5,46417.0
1365947.5,1360600.0,1359750.0,3265.5,43597.5,129488.5,953224.0,68947.0,18687.5,107082.5,-13352.5,19420.5,39099.0,1994.0,43783.0
1391088.5,1362800.0,1376750.0,3520.5,47705.0,130434.5,949299.5,89772.5,13042.0,113683.0,-11409.5,19956.5,35135.5,2040.5,41527.0
1361129.5,1333550.0,1359200.0,3460.0,49565.5,133375.0,957215.5,35043.0,12195.5,132136.0,-13171.5,19674.0,31656.0,2144.5,37253.0
1176203.0,1186550.0,1166550.0,3342.0,36635.0,116077.5,899621.0,63375.0,29044.5,95059.0,-32100.0,21156.0,-55996.5,1942.0,-46908.5
1092754.5,1067700.0,1081700.0,3287.0,24135.0,111736.0,897633.0,67150.5,20351.0,72179.0,-35976.5,20526.0,-88256.0,1736.0,-81063.0
1254850.5,1259050.0,1260600.0,3681.5,23545.0,129915.5,932206.5,20009.5,16048.5,112594.0,-14462.0,20190.5,11132.0,1769.5,23046.0
1295402.0,1316900.0,1285500.0,3250.0,24073.0,136418.0,942142.0,50800.0,26214.5,106485.5,-17827.0,20138.5,5503.5,1748.5,13494.0
1332133.0,1323100.0,1320900.0,3252.0,30044.0,146737.0,965840.0,57609.0,20962.5,118756.0,-16325.5,20930.0,-15629.0,1854.5,-3135.0
1350368.0,1349150.0,1349850.0,3367.0,24758.0,144745.5,964922.0,46498.5,23166.5,138063.5,-14641.0,20996.5,-1498.5,1761.5,7120.0
1353686.5,1363400.0,1354050.0,3436.5,35415.0,146791.0,994102.5,21700.0,26026.0,121347.0,-12732.5,20906.5,-3290.0,1944.5,9772.0
1241210.5,1239300.0,1244200.0,3437.5,32224.0,126932.5,951191.0,22980.5,25604.0,70995.5,-33527.0,21875.5,19505.0,1974.0,31053.0
1192567.5,1181600.0,1186600.0,3272.5,31791.5,115585.0,931602.0,66100.5,13486.5,61497.0,-35471.0,22190.5,-17472.0,1896.5,-7516.0
1313137.0,1312250.0,1321750.0,4218.5,35194.5,130985.5,961221.0,31023.0,13944.5,115570.5,-15304.0,21860.0,17829.0,1968.5,31877.0
1316632.0,1347000.0,1319550.0,3216.0,33361.0,140538.0,972811.5,6242.0,14396.0,125529.0,-16759.5,21517.5,18744.5,1977.0,29785.0
1324551.0,1319850.0,1316050.0,3250.0,39069.5,142006.0,995122.0,12691.0,15877.0,137394.0,-18010.0,21713.5,-23688.5,2007.0,-16266.0
1337097.0,1335750.0,1330250.0,3322.5,45164.0,139207.0,1003695.5,20697.0,23702.5,127435.5,-17561.5,22084.0,-30631.5,2068.5,-21262.0
1337864.5,1325100.0,1337400.0,3507.5,47342.5,140577.5,1002622.5,19278.0,24537.0,115460.5,-19702.5,22796.0,-18541.0,2152.5,-9958.0
1206076.5,1192000.0,1205250.0,3392.0,27455.5,117290.0,944281.5,35483.0,25490.5,79834.0,-25092.5,23810.0,-25850.5,1836.0,-17624.0
1134693.5,1127700.0,1134150.0,3457.5,24196.5,99185.5,931244.5,52854.0,26640.5,66474.5,-31618.0,23306.0,-61038.5,1681.5,-53381.0
1231624.5,1220450.0,1234900.0,3494.5,28720.0,123143.0,959590.0,49723.5,27303.5,79062.5,-19235.5,23246.5,-43413.5,1814.5,-37643.5
1177520.0,1187900.0,1192450.0,3893.0,29907.5,147501.0,967398.5,19215.5,19320.0,65444.5,-33475.0,24103.5,-65772.5,2080.0,-58000.0
1353688.0,1384600.0,1368300.0,4103.0,34357.0,160418.5,1005837.0,25087.5,16178.5,80781.5,-14862.0,24364.0,17435.5,2114.0,26839.0
1441801.5,1454500.0,1458300.0,4539.5,39963.0,178460.0,1014646.0,20948.0,19122.0,96886.0,-12342.0,24853.5,54741.0,2259.5,64352.0
1471810.0,1487000.0,1483450.0,5051.0,48868.0,180438.5,1007610.0,34761.5,11679.5,84760.0,-17471.5,25530.0,90595.5,2454.5,99012.0
1297163.5,1328450.0,1306750.0,4193.5,27488.0,168775.0,998269.5,39299.5,7625.5,79412.5,-41151.5,26307.0,-13047.0,2123.0,-1201.0
1293402.5,1333700.0,1300350.0,4062.5,28070.0,134004.5,994061.5,43182.5,14506.5,112259.5,-30469.0,25997.0,-32254.0,1858.0,-20617.0
1571982.5,1581450.0,1572000.0,17623.5,44678.0,194210.0,1030834.0,52985.5,15388.5,135403.5,-7503.0,24575.5,63809.0,2383.0,76366.0
1632701.5,1652650.0,1630350.0,28277.5,50775.0,204432.0,1022604.0,44164.0,12963.0,148931.0,-14108.0,25092.5,109585.0,2663.0,120947.0
1627195.0,1632350.0,1608700.0,8754.0,49598.5,196144.0,1010862.0,151743.5,10892.5,129496.5,-20575.0,25846.0,64455.0,2321.5,77298.0
1566773.5,1564800.0,1553100.0,4335.5,48397.5,186195.5,1018031.0,99923.5,10304.5,147370.0,-12709.5,25813.5,39122.0,2235.5,47627.5
1386407.5,1374450.0,1365450.0,4114.5,23328.0,172001.0,979975.0,69699.0,13783.5,148364.5,-24589.0,25603.0,-25856.0,1913.0,-15235.0
1445810.5,1406050.0,1449050.0,4049.5,25566.5,162547.0,975174.0,51967.0,13459.0,143693.0,-23329.5,25479.0,67219.0,1934.0,76406.0
1352986.5,1391000.0,1354600.0,4000.5,26025.0,156678.5,954594.5,40734.5,9521.0,120436.0,-33160.5,25380.5,48795.0,2002.5,58693.0
1543075.0,1582300.0,1551350.0,21307.5,43805.5,180943.0,994632.5,28421.0,12254.0,149840.0,-13534.0,24852.5,100562.0,2452.0,113729.0
1558825.5,1570100.0,1555850.0,12925.0,50048.0,191679.5,1027346.0,49989.0,12985.5,144835.5,-18731.5,25322.5,62446.0,2439.0,70531.0
1512005.5,1500000.0,1507150.0,4731.5,49464.0,192008.5,1029209.5,94394.5,10221.0,138115.5,-13597.0,26111.0,-18649.0,2303.0,-5935.0
1482714.0,1478550.0,1468600.0,4324.5,46641.5,186951.0,1031711.0,156647.0,12295.5,128273.5,-13446.5,26822.0,-97490.5,2157.5,-86230.0
1487494.0,1454300.0,1474500.0,4371.0,49082.0,187260.5,1041241.0,156937.0,7822.0,131193.0,-12898.0,26841.5,-104339.5,2174.0,-91828.0
1391265.5,1379450.0,1375400.0,4252.5,36171.0,162822.5,1031631.0,116261.5,14399.0,139492.0,-26492.0,27056.0,-114313.5,1947.5,-104347.0
1292619.0,1269650.0,1278950.0,4186.5,18940.5,109502.5,1007356.0,173085.5,10144.5,136588.0,-31814.5,26344.5,-161704.0,1412.0,-172477.0
1423214.0,1408300.0,1410750.0,7390.0,36075.5,147873.5,1028215.0,162567.0,7629.5,156439.0,-13796.0,25788.5,-134956.0,1791.0,-142134.5
1479783.5,1462550.0,1479450.0,10573.0,40223.0,174204.5,1071634.5,92274.5,6141.5,168271.5,-16353.5,24985.0,-92155.5,2035.0,-85488.0
1480194.5,1496250.0,1478500.0,4584.0,34061.5,175769.0,1070906.0,84140.0,6715.5,175748.5,-16514.5,25673.0,-80871.0,1914.0,-71570.0
1470856.0,1469900.0,1459050.0,4500.0,44073.5,160395.0,1076948.0,111054.0,9390.0,187413.0,-14990.5,26339.5,-134252.0,1903.0,-122325.0
1495758.5,1486550.0,1487400.0,4579.5,43305.0,173453.0,1087106.5,79875.0,8618.5,197150.5,-14370.0,26685.5,-110635.0,1978.0,-96798.0
1377786.5,1378350.0,1374350.0,4364.0,35402.0,147173.0,1103002.0,28361.5,11441.0,162511.0,-22302.0,27274.0,-119421.0,1852.0,-106761.0
1337985.0,1348150.0,1335550.0,4183.5,23763.5,107167.5,1107575.0,55665.5,14813.5,150369.5,-29075.0,26941.0,-123408.0,1479.0,-114761.0
1594888.0,1601300.0,1583100.0,4224.0,42394.5,174146.5,1130698.5,139041.5,14255.5,175465.5,-11109.0,25999.0,-100214.5,1858.5,-87467.5
1738341.0,1713000.0,1725600.0,4967.0,50015.0,205248.5,1154107.0,78570.0,10461.0,190847.0,-16148.5,26750.0,33543.0,2145.5,45291.0
1755562.5,1757400.0,1752650.0,20457.5,52369.5,213227.0,1150434.0,20427.0,17363.0,189345.5,-15386.5,28085.0,79262.5,2452.5,88901.0
1769301.5,1765900.0,1760550.0,21129.5,52003.5,218559.5,1159856.0,20566.5,18507.0,195167.0,-15346.5,27196.5,71677.5,2447.0,80250.0
1763686.5,1769350.0,1761550.0,4900.5,47700.5,212045.0,1173054.5,35710.0,15900.5,176317.5,-11357.5,26812.0,82627.0,2184.5,94507.0
1600787.5,1616850.0,1590150.0,4559.0,22317.0,171735.5,1166694.5,89227.5,14133.5,108863.0,-33142.5,27066.0,29351.0,1714.0,39512.0
1561225.5,1529350.0,1547210.0,4250.5,23610.0,163924.0,1192803.0,91586.5,13354.0,106627.0,-28128.0,26451.5,-33234.0,1648.0,-23621.0
1689220.0,1684600.0,1691050.0,4352.5,35246.0,206777.0,1206094.5,49332.5,12885.0,161685.0,-9404.5,25415.0,-3144.0,1939.0,10345.0
1693875.0,1696700.0,1682000.0,4413.5,47722.5,209173.0,1200748.0,24390.0,15875.5,164040.5,-10680.0,25780.5,12423.5,2139.5,20672.0
1705814.5,1685850.0,1699200.0,4379.0,52445.0,210651.0,1208862.0,52242.5,15230.0,163551.5,-11858.0,25898.0,-15564.0,2171.5,-7545.0
1701278.0,1673750.0,1686200.0,4241.5,52170.0,200514.0,1207093.0,65585.0,15877.5,137074.5,-16052.0,27407.0,7379.5,2153.0,13735.0
1663497.5,1648550.0,1657650.0,3946.5,45192.5,201803.0,1194957.0,38193.5,14545.0,135071.5,-13880.0,26295.0,17393.5,2118.5,26260.0
1542471.5,1507800.0,1542100.0,3910.5,49077.0,190489.5,1154649.5,41239.5,14163.5,113261.0,-24037.5,25410.5,-25675.0,2181.0,-18860.5
1473175.5,1484500.0,1485900.0,3951.0,35648.0,184769.5,1122546.0,48257.5,10718.5,106145.5,-33114.0,25225.0,-30955.0,2036.0,-24850.0
1644237.5,1684200.0,1654800.0,4075.0,50798.5,205222.5,1128714.5,35754.5,11850.5,149622.5,-16212.0,25046.5,49382.0,2274.5,58272.0
1669444.0,1677700.0,1672950.0,4197.5,52294.5,199141.5,1131416.0,35805.0,13317.0,162965.5,-13116.0,25294.5,58144.5,2244.0,65782.5
1664521.0,1665800.0,1655500.0,4294.0,52016.5,203441.0,1130419.0,59445.5,14339.0,154428.0,-13691.5,25556.0,34284.5,2240.0,39515.5
1684765.0,1680900.0,1682750.0,4282.0,51481.5,203868.5,1145724.0,53559.0,7977.0,155876.0,-11362.0,27802.5,45569.0,2257.5,52945.0
1625556.0,1645700.0,1619350.0,4129.5,53017.0,201078.0,1157308.0,55837.5,10002.0,143273.0,-16348.5,28035.0,-10759.0,2259.0,-5204.0
1542511.0,1522500.0,1543900.0,3852.0,36968.5,191274.5,1146386.5,10856.0,14834.0,110094.5,-25647.5,26769.0,27138.0,2100.5,35401.0
1536039.5,1540800.0,1545950.0,3605.0,36151.5,190361.0,1160660.0,9565.0,11681.5,107157.0,-28027.0,26851.5,18051.5,2075.0,29010.0
1738854.5,1755550.0,1739750.0,3593.5,50983.0,211405.0,1167958.0,33141.5,4136.0,173135.0,-11734.0,25952.0,80304.0,2221.5,86964.5
1747533.5,1759950.0,1750850.0,3641.5,59938.5,212123.5,1181567.0,30686.5,4268.0,175461.0,-10908.5,25049.5,65725.5,2312.0,70756.0
1736071.5,1742050.0,1728500.0,3653.5,50378.0,207177.0,1187650.5,77548.0,7374.5,180774.0,-7202.0,25339.5,3396.0,2095.5,10516.0
1659248.0,1651300.0,1660750.0,3639.5,39345.5,210110.5,1190971.5,43394.0,7549.0,189154.0,-7222.0,25797.5,-43469.5,2001.0,-36832.0
1595168.5,1585300.0,1593950.0,3619.0,37025.0,197896.5,1176095.0,69004.5,7479.0,159039.0,-7494.0,26234.0,-73709.0,1936.0,-66875.0
1411219.5,1414550.0,1407250.0,3484.0,17695.0,138766.0,1181655.5,101197.5,8393.0,96593.0,-23705.5,26870.0,-139707.5,1470.0,-133118.0
1289566.5,1286750.0,1282300.0,3490.5,19775.0,84665.5,1158663.5,109275.0,5659.0,69904.0,-36386.0,26851.5,-152314.0,1290.0,-146433.0
1392791.5,1382250.0,1392800.0,3498.5,28845.5,124739.5,1170233.0,70363.5,7192.0,95587.5,-25011.0,26148.0,-108789.0,1586.5,-102349.0
