Date,Nature,type_tempo,Consommation,Prévision_J-1,Prévision_J,Fioul,Charbon,Gaz,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech_physiques,Taux_de_Co2,Ech_comm,sun,wind
2017-05-23,Données définitives,BLEU,566185.25,567450.0,564425.0,1803.75,5068.0,24936.5,478114.0,19819.0,18010.25,103319.75,-7329.25,12013.75,-89569.5,334.25,-85241.75,,
2017-05-24,Données définitives,BLEU,566043.0,564450.0,564350.0,1818.5,5132.75,21587.5,479720.25,13545.25,21904.75,99849.75,-7697.25,12058.25,-81873.5,317.5,-80256.5,,
2017-05-25,Données définitives,BLEU,491619.5,489925.0,488800.0,1749.5,58.75,8496.75,447025.75,33503.75,23111.75,84752.75,-19367.25,12357.75,-99959.0,153.25,-97044.5,,
2017-05-26,Données définitives,BLEU,516781.0,523875.0,512925.0,1638.25,30.25,14913.25,436492.5,42187.75,22234.25,101055.0,-8192.5,12602.75,-106163.75,185.5,-104961.0,,
2017-05-27,Données définitives,BLEU,490117.25,495975.0,491000.0,1613.25,54.0,8525.0,408705.5,23458.75,21470.5,88314.0,-15722.0,12130.5,-58428.5,161.75,-54678.75,,
2017-05-28,Données définitives,BLEU,465221.75,462575.0,465900.0,1627.25,35.75,9090.25,406920.75,17293.25,20642.25,86536.5,-16992.75,11878.75,-71770.25,167.75,-68066.25,,
2017-05-29,Données définitives,BLEU,558677.25,558175.0,558250.0,3132.0,4882.75,28821.0,431210.5,21344.0,16437.0,106701.75,-6292.0,11257.25,-58768.5,389.75,-53610.5,,
2017-05-30,Données définitives,BLEU,570913.25,571900.0,571125.0,1878.75,11239.0,33519.0,440225.5,14139.75,14983.25,96518.5,-3869.0,11380.5,-49100.75,525.5,-44300.25,,
2017-05-31,Données définitives,BLEU,570482.0,570700.0,572800.0,1671.0,10629.75,31434.0,448157.75,8218.25,15337.0,97147.5,-4938.5,12327.75,-49497.25,501.25,-45839.75,,
2017-06-01,Données définitives,BLEU,574132.75,572375.0,577275.0,1570.0,10475.75,31903.75,456618.75,6475.75,19199.5,95922.5,-6027.5,14381.75,-56385.5,491.25,-53160.75,,
2017-06-02,Données définitives,BLEU,569106.5,567275.0,574350.0,1510.0,11195.75,32241.25,461738.25,6855.0,19245.5,97102.5,-5869.75,13537.5,-68443.25,497.75,-64670.25,,
2017-06-03,Données définitives,BLEU,498512.25,500375.0,503475.0,1605.25,338.75,17143.75,431641.75,14491.5,9897.0,93051.25,-7735.75,13254.75,-75161.5,225.0,-71027.75,,
2017-06-04,Données définitives,BLEU,455046.5,462875.0,451725.0,1809.0,166.75,8466.25,401012.25,18385.5,16600.25,90679.75,-16949.5,12442.0,-77563.5,174.75,-74896.75,,
2017-06-05,Données définitives,BLEU,475554.0,475675.0,475400.0,1795.75,167.0,8837.25,405566.5,30351.25,19707.5,91502.75,-14812.25,12539.25,-80096.5,169.5,-77737.25,,
2017-06-06,Données définitives,BLEU,553823.75,562675.0,547525.0,1608.25,151.25,9331.25,445583.25,97539.75,16919.75,98131.5,-8544.0,12087.75,-118977.75,139.5,-116018.75,,
2017-06-07,Données définitives,BLEU,562756.0,561825.0,552900.0,1773.75,141.75,8200.5,459174.5,62567.5,20157.5,92189.5,-9571.0,12115.5,-83987.5,136.75,-80716.0,,
2017-06-08,Données définitives,BLEU,568128.0,557800.0,563375.0,1674.0,126.5,19492.75,487121.75,27646.75,22554.75,97432.5,-6011.75,12178.0,-94083.25,202.25,-91647.5,,
2017-06-09,Données définitives,BLEU,563496.25,554050.0,559675.0,1585.25,150.5,20849.25,492876.5,30337.25,16494.75,93073.75,-6396.25,12110.75,-97587.25,212.0,-92430.75,,
2017-06-10,Données définitives,BLEU,500682.75,496275.0,504475.0,1574.0,144.0,12717.25,444494.75,7853.0,23051.5,84854.75,-11683.5,13402.75,-75721.25,186.75,-72132.0,,
2017-06-11,Données définitives,BLEU,471389.0,471850.0,477325.0,1566.0,128.25,8924.75,408509.75,13976.0,21527.5,78800.75,-17618.75,12464.75,-56889.5,172.0,-52768.75,,
2017-06-12,Données définitives,BLEU,559960.25,568725.0,561900.0,1625.75,87.0,21073.5,448725.25,22184.75,19757.75,91636.25,-7804.0,12729.25,-50051.0,231.25,-45254.0,,
2017-06-13,Données définitives,BLEU,579351.25,577375.0,587100.0,2981.25,3068.75,25962.75,451372.5,12703.75,20079.75,93258.25,-6968.0,13046.75,-36103.25,333.5,-30502.5,,
2017-06-14,Données définitives,BLEU,585000.5,589425.0,588750.0,2192.75,5607.0,36382.25,460187.5,13119.25,19460.5,89431.0,-6706.0,12715.5,-47385.25,434.75,-42768.75,,
2017-06-15,Données définitives,BLEU,591233.25,591950.0,597250.0,1745.25,5561.25,29351.75,458383.5,22477.25,17923.75,87250.0,-6481.5,12711.75,-37688.75,383.5,-33040.75,,
2017-06-16,Données définitives,BLEU,579047.75,585450.0,582400.0,1564.75,357.0,27930.25,458921.25,25668.25,22438.0,89921.5,-7645.75,12376.25,-52462.75,270.75,-45906.75,,
2017-06-17,Données définitives,BLEU,513350.75,515150.0,518500.0,2013.75,32.75,9366.5,429242.0,22400.25,23320.0,81326.25,-14189.25,11996.25,-52152.5,168.75,-48061.75,,
2017-06-18,Données définitives,BLEU,484180.75,488800.0,486800.0,1558.0,9.25,9697.5,422314.75,29692.25,23124.75,74310.25,-15238.75,12284.0,-73432.25,162.5,-70688.75,,
2017-06-19,Données définitives,BLEU,586190.75,584400.0,593800.0,4741.5,6794.75,36493.25,449074.25,18973.75,22594.25,89979.25,-6883.25,10808.25,-46342.5,482.0,-42296.5,,
2017-06-20,Données définitives,BLEU,610232.5,615425.0,617150.0,5682.0,15438.25,43736.25,441439.5,9254.75,20827.0,87816.75,-8960.25,11089.0,-16086.25,726.0,-11080.5,,
2017-06-21,Données définitives,BLEU,617854.25,619925.0,626375.0,2821.5,17439.5,41596.5,455738.5,6532.75,20744.75,81808.0,-7123.25,12413.75,-14113.75,699.25,-9602.5,,
2017-06-22,Données définitives,BLEU,621563.0,629275.0,627850.0,1625.75,22319.5,40303.5,463104.25,23312.75,19724.0,72183.5,-6903.5,12632.75,-26735.75,746.5,-23583.75,,
2017-06-23,Données définitives,BLEU,596401.0,612425.0,601062.5,2296.25,10818.75,35409.25,468982.5,25001.0,14474.5,72961.0,-8332.25,13202.25,-38408.5,528.5,-33628.75,,
2017-06-24,Données définitives,BLEU,521047.25,534425.0,528075.0,1694.75,684.5,8882.0,443611.5,28716.5,16923.5,69150.25,-11338.0,13676.0,-50855.0,174.25,-46197.75,,
2017-06-25,Données définitives,BLEU,482041.0,490325.0,487975.0,1725.0,0.25,8848.5,414772.25,31253.0,20156.0,60258.75,-14262.75,13545.75,-54079.75,173.0,-51013.5,,
2017-06-26,Données définitives,BLEU,572915.0,578700.0,582800.0,1738.25,14304.5,38927.0,445778.25,10853.0,13058.75,77571.5,-6373.25,12388.75,-35238.0,620.25,-29700.25,,
2017-06-27,Données définitives,BLEU,587548.25,600650.0,595175.0,1997.75,17227.25,44756.75,451413.25,13955.75,13964.5,76925.0,-7317.0,11891.5,-37261.75,715.75,-31815.25,,
2017-06-28,Données définitives,BLEU,573821.75,591850.0,579425.0,1801.5,16200.5,35722.75,457046.25,24738.75,13678.25,74038.25,-8027.25,12475.25,-53849.0,631.75,-48933.5,,
2017-06-29,Données définitives,BLEU,564947.0,583175.0,565100.0,1828.75,13091.25,34514.25,461609.25,39581.25,15489.75,77869.5,-8042.75,12470.0,-83460.5,551.25,-78157.0,,
2017-06-30,Données définitives,BLEU,558777.25,560450.0,557875.0,1841.75,4725.0,20248.25,456014.5,40321.25,13357.5,77552.75,-8604.5,12826.75,-59500.75,321.0,-54184.5,,
2017-07-01,Données définitives,BLEU,499505.0,492625.0,498475.0,1740.0,4202.75,20256.0,405540.0,39310.0,12189.0,73699.0,-10737.0,13204.5,-59895.25,349.25,-55773.5,,
2017-07-02,Données définitives,BLEU,469228.5,464500.0,472650.0,1715.25,7129.25,9935.5,395530.0,27435.5,14994.5,70795.75,-12169.75,13020.25,-59151.5,349.0,-54691.25,,
2017-07-03,Données définitives,BLEU,557347.25,564275.0,558550.0,2104.25,16161.75,39817.25,403998.75,17577.25,18992.25,79868.75,-5567.75,12476.0,-28078.75,706.5,-23401.25,,
2017-07-04,Données définitives,BLEU,577271.0,575550.0,579350.0,1681.25,22083.75,48790.0,418340.25,6675.0,23251.25,71772.75,-5637.5,12258.5,-21943.0,872.0,-17423.25,,
2017-07-05,Données définitives,BLEU,587096.5,587650.0,589175.0,1928.75,21783.75,51471.0,422738.75,16083.0,22607.0,74852.75,-5162.25,12608.75,-31813.0,862.5,-26919.25,,
2017-07-06,Données définitives,BLEU,596067.75,596400.0,598725.0,1722.5,23615.25,49770.0,443052.0,22996.5,18136.25,71108.0,-5348.25,11789.0,-40767.25,854.75,-35680.25,,
2017-07-07,Données définitives,BLEU,596965.75,592550.0,599175.0,1609.25,24334.5,47939.5,454048.25,13820.75,21749.0,73399.5,-5712.5,12424.0,-46642.25,846.0,-41903.75,,
2017-07-08,Données définitives,BLEU,526878.5,532600.0,531900.0,1610.5,16114.0,34172.5,460860.5,12290.5,15863.75,56561.25,-8324.5,12657.75,-74924.0,650.75,-70495.5,,
2017-07-09,Données définitives,BLEU,483179.25,495175.0,491575.0,1628.25,13634.25,29649.75,449436.5,14478.5,12972.5,50129.25,-10812.25,12924.5,-90858.0,596.75,-88688.25,,
2017-07-10,Données définitives,BLEU,564147.75,579125.0,570775.0,1641.25,19786.0,44100.75,463882.0,19661.25,13393.0,71511.0,-5164.5,12950.75,-77610.25,732.0,-76806.25,,
2017-07-11,Données définitives,BLEU,576006.75,581875.0,574150.0,2069.0,19998.75,42071.0,467733.75,23974.75,15555.5,73166.75,-7088.5,12683.25,-74154.5,729.0,-71571.0,,
2017-07-12,Données définitives,BLEU,583858.25,572350.0,585075.0,2486.75,21447.5,38947.5,471277.5,48158.0,14270.25,67172.75,-8332.5,13792.75,-85359.25,719.0,-82186.75,,
2017-07-13,Données définitives,BLEU,575366.75,580775.0,581400.0,1947.0,21341.5,40561.5,468483.75,16289.5,17672.25,66140.5,-7253.25,14200.5,-64013.0,751.5,-60887.0,,
2017-07-14,Données définitives,BLEU,497811.25,493950.0,497575.0,1677.75,16340.5,36298.5,448489.25,32484.5,19510.25,56971.25,-8952.25,14168.75,-119172.25,655.75,-116978.25,,
2017-07-15,Données définitives,BLEU,490754.25,510975.0,496600.0,1627.5,10004.75,28233.0,451942.0,17094.5,22520.75,54203.0,-11511.75,14477.75,-97835.5,502.5,-93924.5,,
2017-07-16,Données définitives,BLEU,474093.0,480875.0,481225.0,1600.0,8874.5,14857.5,442532.25,11627.0,21851.25,44587.25,-9928.0,13262.0,-75167.0,409.25,-70253.25,,
2017-07-17,Données définitives,BLEU,573147.25,567975.0,581100.0,1820.0,15533.0,39961.5,463686.25,17018.5,21015.75,61195.25,-5433.75,12363.75,-54008.5,644.5,-48516.5,,
2017-07-18,Données définitives,BLEU,596200.25,604550.0,601700.0,1725.0,21832.5,47440.0,466848.25,34414.25,21053.5,56354.75,-6330.0,11993.5,-59129.25,781.0,-53917.25,,
2017-07-19,Données définitives,BLEU,594850.5,601950.0,597000.0,1676.25,23895.75,46218.25,470019.0,41726.0,13584.25,59397.25,-6966.25,12084.5,-66778.75,799.0,-61864.5,,
2017-07-20,Données définitives,BLEU,580193.5,593550.0,579450.0,1701.75,25412.75,46307.75,488161.0,43803.25,13652.75,56024.5,-7165.5,12774.75,-100473.5,810.25,-96757.0,,
2017-07-21,Données définitives,BLEU,567719.25,572325.0,573500.0,1671.5,24842.75,43711.0,485625.5,22079.25,13739.0,59881.25,-7348.0,13197.5,-89677.25,811.25,-84684.75,,
2017-07-22,Données définitives,BLEU,503837.75,503550.0,505550.0,1671.0,5448.0,24975.0,460497.75,32672.5,15572.75,54227.75,-9798.0,13587.5,-95015.75,381.0,-90365.75,,
2017-07-23,Données définitives,BLEU,469175.0,472475.0,468825.0,1643.75,4478.5,14746.75,450650.0,44022.0,15887.25,51865.25,-13304.5,13424.75,-114237.0,296.0,-110340.25,,
2017-07-24,Données définitives,BLEU,548820.75,550350.0,549325.0,1639.75,9820.75,40974.25,474943.25,41333.0,15606.5,60289.25,-5862.25,13171.5,-103091.25,525.5,-97053.0,,
2017-07-25,Données définitives,BLEU,560765.5,558750.0,563550.0,1618.25,9718.0,40345.0,470104.75,33117.5,15592.0,59162.75,-4341.25,14266.5,-78811.25,530.75,-74823.25,,
2017-07-26,Données définitives,BLEU,564264.25,562250.0,564150.0,1652.5,9518.5,37035.0,472358.0,31549.75,15114.0,66762.0,-3797.25,13796.5,-79720.5,501.75,-77546.75,,
2017-07-27,Données définitives,BLEU,563678.25,563125.0,562450.0,1641.5,10771.0,37319.5,478333.25,33838.5,15844.75,63857.75,-4483.0,13574.25,-87014.5,523.5,-83152.0,,
2017-07-28,Données définitives,BLEU,552254.75,551300.0,552275.0,1652.75,5032.0,28865.0,481037.0,33331.5,18255.75,59224.0,-7200.25,13381.0,-81264.25,377.5,-77138.75,,
2017-07-29,Données définitives,BLEU,494877.25,489375.0,494575.0,1666.25,0.0,9933.5,452810.0,40361.0,18889.5,56780.75,-14997.5,14574.5,-84971.75,172.0,-81345.25,,
2017-07-30,Données définitives,BLEU,461795.75,464175.0,462250.0,1663.0,1.5,8591.5,410378.5,52141.25,15232.0,54381.0,-14937.25,14503.75,-79987.75,171.5,-74656.25,,
2017-07-31,Données définitives,BLEU,527394.25,522425.0,529575.0,1669.5,0.0,28157.75,477207.25,15292.75,15804.25,63332.0,-6682.5,13264.0,-80506.0,282.75,-76966.0,,
2017-08-01,Données définitives,BLEU,540798.5,539250.0,546600.0,1679.75,8.5,36247.25,483310.25,10635.25,14723.75,66921.75,-5848.25,11941.25,-78802.0,334.5,-74667.75,,
2017-08-02,Données définitives,BLEU,546542.5,546450.0,548675.0,1623.5,5.0,30913.5,482908.0,18664.75,19449.5,64600.75,-6619.5,13136.75,-78099.5,294.0,-75029.25,,
2017-08-03,Données définitives,BLEU,550333.5,548400.0,549000.0,1609.25,36.75,11064.0,474412.5,52930.5,18103.25,59532.0,-8071.75,12456.5,-71737.5,160.5,-66818.75,,
2017-08-04,Données définitives,BLEU,544420.75,538900.0,543775.0,1592.25,28.75,14215.75,477045.25,27359.75,17862.5,59339.75,-7679.75,12173.75,-57514.5,187.75,-52668.0,,
2017-08-05,Données définitives,BLEU,489939.0,491875.0,494000.0,1546.25,9.75,12129.25,438037.0,30046.75,15649.25,54864.25,-8384.25,12874.75,-66827.0,188.5,-62701.75,,
2017-08-06,Données définitives,BLEU,449994.0,461400.0,454650.0,1847.5,10.75,9441.0,419582.0,15817.0,20422.75,51304.25,-14079.25,14010.25,-68356.0,187.75,-64285.75,,
2017-08-07,Données définitives,BLEU,504368.0,508075.0,509400.0,1547.5,6.5,23013.5,453226.75,11264.5,18975.75,61145.75,-4977.5,13781.0,-73602.75,260.0,-71680.5,,
2017-08-08,Données définitives,BLEU,506889.0,517550.0,509500.0,1546.5,7.5,23031.0,445556.75,28148.75,12191.5,60137.25,-6766.75,13786.0,-70736.25,263.0,-67686.75,,
2017-08-09,Données définitives,BLEU,501597.5,509525.0,505875.0,1552.5,2.75,24404.0,441971.25,15857.0,15293.0,64139.0,-8276.25,13324.75,-66618.0,275.5,-63362.5,,
2017-08-10,Données définitives,BLEU,501210.75,502000.0,506400.0,1537.25,0.0,29635.0,463704.25,21859.5,14519.0,64613.5,-5464.75,12692.5,-101747.25,296.0,-98572.0,,
2017-08-11,Données définitives,BLEU,498798.75,497850.0,501000.0,1583.25,0.0,26249.25,468043.0,22795.5,15719.75,69241.5,-7346.25,13771.25,-111107.25,270.25,-109385.75,,
2017-08-12,Données définitives,BLEU,460952.0,462700.0,460600.0,1766.75,0.0,9351.25,434772.0,35688.25,17677.5,59056.75,-14026.5,14443.25,-97734.0,175.25,-97072.0,,
2017-08-13,Données définitives,BLEU,435747.75,429900.0,429900.0,1607.0,0.0,7264.5,437145.5,7869.25,18454.25,53186.75,-15103.75,14633.75,-89272.25,168.75,-87377.75,,
2017-08-14,Données définitives,BLEU,479165.0,479825.0,480875.0,1601.5,0.0,8529.25,462416.25,9697.0,20838.75,64569.25,-5241.25,13520.25,-96728.75,158.0,-94188.0,,
2017-08-15,Données définitives,BLEU,457138.25,453300.0,460125.0,1612.25,0.5,8651.25,457636.0,29510.75,12635.75,55884.0,-12906.25,12456.25,-108325.5,159.75,-105174.75,,
2017-08-16,Données définitives,BLEU,503319.0,512500.0,504000.0,1609.0,21.0,23691.75,467554.0,7628.5,14693.75,62829.75,-7215.0,12394.25,-79867.0,261.0,-76299.25,,
2017-08-17,Données définitives,BLEU,517157.25,518600.0,513575.0,1584.25,43.25,22546.25,440049.0,32135.5,17783.5,62827.5,-6222.75,12714.25,-66298.0,258.25,-61558.75,,
2017-08-18,Données définitives,BLEU,519171.75,504075.0,519875.0,1614.75,24.0,25560.5,450256.0,32155.25,12941.0,59843.25,-7836.5,12511.0,-67878.5,273.75,-63894.75,,
2017-08-19,Données définitives,BLEU,472999.75,475500.0,466275.0,1620.25,79.75,6852.5,432815.5,38980.0,19311.25,48999.5,-14377.5,12714.5,-73993.0,154.25,-71915.25,,
2017-08-20,Données définitives,BLEU,446411.25,436325.0,442950.0,1619.5,57.75,6812.25,423532.5,17081.0,21179.25,44992.0,-12215.0,12453.5,-69090.0,161.75,-67545.0,,
2017-08-21,Données définitives,BLEU,522500.5,523100.0,524325.0,1616.0,4076.75,22940.75,474555.5,7356.25,20164.0,55301.0,-5596.75,11913.0,-69810.75,322.5,-66896.0,,
2017-08-22,Données définitives,BLEU,543916.25,551200.0,546225.0,1601.75,5728.75,32450.75,484518.0,13204.25,19874.0,51170.0,-6871.0,11797.75,-69554.75,415.0,-65659.0,,
2017-08-23,Données définitives,BLEU,549220.25,557025.0,551575.0,1569.75,5620.75,36711.25,485077.5,23388.75,16827.0,52817.5,-6315.5,11651.0,-78121.5,430.25,-74101.5,,
2017-08-24,Données définitives,BLEU,554158.5,555825.0,564425.0,1574.75,10725.75,41673.0,475794.0,9183.75,15748.0,49745.25,-5719.25,12269.5,-56831.25,572.75,-51503.0,,
2017-08-25,Données définitives,BLEU,553755.25,556775.0,565525.0,1567.75,11992.25,42611.5,473932.25,15229.5,16041.25,49490.25,-5052.25,12240.75,-64292.0,600.0,-57941.5,,
2017-08-26,Données définitives,BLEU,501435.0,514775.0,503650.0,1702.75,5953.0,31575.75,445233.25,9669.5,17177.0,45907.0,-8009.75,12229.0,-59995.75,456.0,-55898.25,,
2017-08-27,Données définitives,BLEU,471194.0,475325.0,476250.0,1848.25,91.25,17349.0,450886.25,8057.25,15656.25,41446.25,-12206.75,12056.75,-63899.75,235.25,-59998.0,,
2017-08-28,Données définitives,BLEU,565825.25,566625.0,567800.0,1755.75,5551.5,43539.75,479831.0,8633.5,17678.5,58587.75,-6466.75,11502.0,-54706.0,472.5,-49418.0,,
2017-08-29,Données définitives,BLEU,586180.0,583175.0,589850.0,1721.75,12558.75,51226.5,484694.75,11205.0,16481.5,53360.25,-6429.0,11410.0,-50045.0,649.0,-45116.75,,
2017-08-30,Données définitives,BLEU,583806.25,590900.0,586375.0,2501.0,17957.5,53281.75,484655.25,27512.25,9880.75,50677.0,-7278.5,11806.5,-67182.75,757.25,-63462.25,,
2017-08-31,Données définitives,BLEU,566539.0,580300.0,565775.0,1536.5,19585.25,50020.75,490242.25,21276.75,11693.75,47379.5,-7498.5,12243.0,-79937.75,762.25,-76671.0,,
2017-09-01,Données définitives,BLEU,555665.5,554250.0,556550.0,5252.5,18948.75,55987.75,486249.25,12521.5,15427.5,59364.75,-7197.0,12861.75,-103744.5,831.0,-102365.25,,
2017-09-02,Données définitives,BLEU,494065.75,495050.0,496925.0,2345.5,5464.0,24702.25,477150.75,18951.5,16659.5,50631.0,-10647.75,13435.25,-104619.0,390.25,-101206.0,,
2017-09-03,Données définitives,BLEU,468381.0,467350.0,469400.0,2048.0,4604.75,9645.5,468107.0,11412.25,14793.5,48743.0,-14993.25,14521.5,-90493.5,283.5,-87395.0,,
2017-09-04,Données définitives,BLEU,554390.75,565350.0,558275.0,1852.5,9596.5,46490.75,492110.0,10586.25,14069.75,58724.0,-6783.75,14083.75,-86332.0,560.75,-82376.75,,
2017-09-05,Données définitives,BLEU,571588.25,575900.0,573825.0,4547.5,9900.25,52649.0,498963.75,28244.75,13218.75,54480.75,-6372.0,14252.75,-98293.5,623.25,-93879.0,,
2017-09-06,Données définitives,BLEU,571697.0,574225.0,570575.0,1746.5,10374.0,42950.75,496111.25,43124.75,13923.0,55396.25,-5955.5,14926.25,-100897.25,534.25,-97740.25,,
2017-09-07,Données définitives,BLEU,570476.0,566825.0,571625.0,1703.5,5614.0,38515.75,494892.75,26291.5,12922.5,61834.5,-5123.5,15230.0,-81401.25,435.75,-77871.75,,
2017-09-08,Données définitives,BLEU,569074.0,561975.0,565675.0,1678.25,5422.25,26266.25,491007.5,67266.25,11778.25,57450.0,-6604.0,13673.5,-98856.5,345.25,-94526.5,,
2017-09-09,Données définitives,BLEU,502330.25,499075.0,502150.0,1691.0,340.25,14620.75,471002.25,44898.25,9618.75,45495.5,-13448.0,13568.25,-85444.75,209.75,-79978.25,,
2017-09-10,Données définitives,BLEU,472707.25,470675.0,468625.0,1693.25,202.75,7727.25,445554.5,50743.75,13669.25,39444.75,-20363.75,13436.0,-79393.5,166.75,-74711.0,,
2017-09-11,Données définitives,BLEU,561982.25,560525.0,555950.0,1697.5,188.5,14184.5,466892.75,90016.75,13600.0,45668.5,-7571.75,12740.5,-75428.5,182.75,-69618.5,,
2017-09-12,Données définitives,BLEU,571014.25,571650.0,567825.0,1697.5,150.5,28555.25,485286.25,59829.5,15385.25,50715.75,-4190.25,12510.75,-78922.25,267.25,-73465.0,,
2017-09-13,Données définitives,BLEU,587900.5,567075.0,581075.0,2301.25,162.25,13104.25,484166.25,95586.0,11555.0,55526.0,-5614.25,12169.0,-81047.0,173.0,-77260.0,,
2017-09-14,Données définitives,BLEU,588007.75,582825.0,583425.0,2297.0,210.0,18022.25,498322.5,73313.75,13041.5,46536.0,-5151.75,12065.0,-70642.25,205.75,-64476.75,,
2017-09-15,Données définitives,BLEU,583787.5,579600.0,581550.0,2272.25,218.75,35415.0,502882.75,15780.75,11217.5,50452.0,-4785.25,12238.25,-41896.5,331.5,-37214.25,,
2017-09-16,Données définitives,BLEU,526279.0,525300.0,527625.0,1824.75,2788.25,24510.5,491439.0,9064.75,13653.0,44803.25,-9344.0,12467.25,-64923.0,320.25,-58633.25,,
2017-09-17,Données définitives,BLEU,505517.75,503525.0,506600.0,1802.75,5027.25,16448.25,485214.75,9216.75,9916.75,41297.0,-11522.5,12285.5,-64162.25,320.5,-58801.0,,
2017-09-18,Données définitives,BLEU,595573.0,601000.0,597500.0,5361.0,10878.0,48842.75,501097.0,11458.5,11150.75,53452.5,-4709.75,11555.25,-53506.5,635.0,-48596.25,,
2017-09-19,Données définitives,BLEU,610924.75,608425.0,608550.0,5119.0,15894.25,49957.75,515667.0,20177.0,13599.5,57391.0,-5360.75,11542.25,-73054.0,695.0,-70175.5,,
2017-09-20,Données définitives,BLEU,611830.0,604725.0,609400.0,5115.75,9035.5,50393.5,513967.75,11391.5,17515.25,56153.0,-6165.0,11777.75,-57348.5,593.75,-58585.0,,
2017-09-21,Données définitives,BLEU,600849.75,599525.0,598650.0,5719.0,9618.25,50186.75,517444.0,14225.0,17891.25,52920.5,-6217.5,11988.0,-72918.25,608.75,-70531.0,,
2017-09-22,Données définitives,BLEU,591200.75,586500.0,593075.0,5178.0,14858.0,48733.0,516517.0,5784.75,14063.75,57431.0,-5401.25,11968.5,-77925.5,686.5,-72505.25,,
2017-09-23,Données définitives,BLEU,523525.25,521950.0,524525.0,2041.5,11630.25,32936.75,452532.25,7508.5,15858.75,47044.25,-9903.0,12321.5,-48437.75,580.75,-44667.25,,
2017-09-24,Données définitives,BLEU,488052.75,489300.0,488825.0,2486.0,11479.0,18339.0,456812.0,10907.75,16311.75,40617.5,-17684.0,11910.25,-63118.75,493.5,-59028.25,,
2017-09-25,Données définitives,BLEU,575289.0,575975.0,577375.0,5463.75,21553.25,46061.25,479540.5,13762.0,9136.0,56439.0,-5888.0,11599.0,-62372.0,820.5,-57426.75,,
2017-09-26,Données définitives,BLEU,588042.25,595450.0,593800.0,6274.25,23906.0,52215.0,492163.25,4765.5,11182.0,57604.0,-7683.5,11745.25,-64121.5,906.0,-57176.0,,
2017-09-27,Données définitives,BLEU,589600.5,596900.0,590125.0,6194.75,24101.25,50085.5,498641.25,10573.75,16143.0,48123.0,-7568.5,11617.5,-68305.5,890.5,-63690.0,,
2017-09-28,Données définitives,BLEU,587744.0,587100.0,587850.0,6441.25,23492.0,46490.0,512843.25,13672.25,13502.25,54698.0,-7734.0,11720.75,-87377.0,833.5,-82966.5,,
2017-09-29,Données définitives,BLEU,578210.5,580575.0,578775.0,6629.25,22179.0,46299.5,502709.5,17423.0,15179.5,51059.25,-7032.5,12899.0,-89128.25,827.75,-84230.0,,
2017-09-30,Données définitives,BLEU,517543.5,516500.0,522250.0,5534.5,11287.5,36546.75,469177.25,16316.0,7055.0,39268.25,-9277.25,13854.25,-72211.5,633.5,-64996.0,,
2017-10-01,Données définitives,BLEU,495413.25,497225.0,496075.0,3624.75,9865.0,30103.75,457407.25,37911.0,7448.25,32611.25,-18886.25,13836.0,-78497.0,540.25,-73869.0,,
2017-10-02,Données définitives,BLEU,582122.0,587750.0,582600.0,4981.25,20590.75,45516.5,466908.5,51151.5,6898.25,47355.25,-6326.25,12931.5,-67877.5,774.75,-63318.5,,
2017-10-03,Données définitives,BLEU,591878.5,596275.0,592975.0,5658.0,24689.5,46420.75,463963.0,23344.0,11405.75,56456.5,-7639.0,13365.5,-45777.25,891.5,-39483.0,,
2017-10-04,Données définitives,BLEU,600235.5,599775.0,600050.0,6462.5,26799.5,54213.0,456984.25,15864.5,13865.25,62267.75,-6398.5,12385.25,-42202.0,989.5,-37761.0,,
2017-10-05,Données définitives,BLEU,607720.75,604200.0,604325.0,6481.25,29645.0,56203.75,456341.25,50814.75,15107.5,59719.25,-6779.25,11757.5,-71563.25,1000.0,-67057.25,,
2017-10-06,Données définitives,BLEU,605585.25,599625.0,604575.0,6227.75,29810.25,58276.25,462476.5,33434.0,14561.25,55162.25,-7711.75,11720.75,-58366.5,1038.25,-52320.0,,
2017-10-07,Données définitives,BLEU,554296.0,549325.0,553250.0,6029.25,23404.25,56494.0,446589.75,37431.5,16344.5,40090.25,-13231.25,12019.25,-70870.0,973.0,-65806.0,,
2017-10-08,Données définitives,BLEU,518429.5,521200.0,519650.0,5780.75,20888.25,46523.75,443122.5,19319.0,11906.5,34412.75,-17563.75,12001.25,-57956.0,918.25,-52355.0,,
2017-10-09,Données définitives,BLEU,600310.25,606475.0,605375.0,6491.25,24185.5,62925.25,450700.5,9205.0,10522.5,52147.25,-6746.0,11837.5,-20949.0,1038.5,-13852.0,,
2017-10-10,Données définitives,BLEU,608171.5,613975.0,606075.0,6785.25,24960.75,64067.75,456623.0,17960.75,11607.75,57863.5,-6078.0,11496.25,-37106.5,1025.0,-31679.5,,
2017-10-11,Données définitives,BLEU,607974.5,601150.0,606000.0,7165.5,23676.5,62889.5,458984.5,30298.0,14078.5,51800.25,-6366.25,11455.0,-46001.0,984.5,-41846.25,,
2017-10-12,Données définitives,BLEU,602112.75,602325.0,602125.0,6190.5,22869.0,59800.75,454289.0,26858.0,12167.75,48953.25,-8414.0,11645.25,-32239.5,961.25,-26971.5,,
